city,country,housing,cost of living,startups,venture capital,travel connectivity,commute,business freedom,safety,healthcare,education,environmental quality,economy,taxation,internet access,leisure & culture,tolerance,outdoors,purchasing power index,climate index,lat,lng,iso3,population,mcmeal_combo,avg_monthly_net_salary,internet_60mbps,sun_jan,sun_feb,sun_mar,sun_apr,sun_may,sun_jun,sun_jul,sun_aug,sun_sep,sun_oct,sun_nov,sun_dec,sun_year,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,temp_year,happy_decibel_level,happy_traffic_density,happy_green_space_area,happy_air_quality_index,happy_happiness_score,happy_cost_of_living_index,happy_healthcare_index,median_speed(mbps)
Porto Alegre,Brazil,9.221000000000002,8.120000000000001,2.6704999999999997,0.0,0.9655,5.105,2.781,5.2955,5.56,1.017,4.13975,2.187,2.8525,2.196,7.7035,7.448,4.922499999999999,,,-30.0328,-51.23,BRA,1332845.0,,,,227.2,195.2,202.4,166.0,146.9,115.6,131.4,145.3,145.8,178.0,215.2,232.4,2101.4,"24.6
(76.3)","24.6
(76.3)","23.1
(73.6)","19.9
(67.8)","16.9
(62.4)","14.3
(57.7)","14.4
(57.9)","15.2
(59.4)","16.8
(62.2)","19.1
(66.4)","21.2
(70.2)","23.3
(73.9)","19.5
(67.1)",,,,,,,,
Poznan,Poland,,,,,,,,,,,,,,,,,,90.8,77.4,52.4083,16.9336,POL,546859.0,5.63,970.75,14.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prague,Czechia,7.4305,7.569,5.7795000000000005,2.302,5.4815000000000005,5.846500000000001,6.2126666666666654,8.6595,7.8809999999999985,4.238,7.0142500000000005,4.378000000000001,5.9335,6.0905,8.464500000000001,8.1985,4.901000000000001,85.1,80.7,50.0875,14.4214,CZE,1384732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,Medium,50.0,65.0,7.3,80.0,85.0,121.63
Pretoria,South Africa,,,,,,,,,,,,,,,,,,118.8,95.8,-25.7461,28.1881,ZAF,2818100.0,4.56,1382.39,49.3,261.0,235.0,254.0,246.6,283.0,271.0,289.0,296.0,284.0,275.0,254.0,272.0,3220.0,"22.6
(72.7)","22.1
(71.8)","21.0
(69.8)","17.9
(64.2)","14.7
(58.5)","11.5
(52.7)","11.9
(53.4)","14.7
(58.5)","18.6
(65.5)","20.1
(68.2)","21.0
(69.8)","21.9
(71.4)","18.2
(64.8)",,,,,,,,
Pune,India,,,,,,,,,,,,,,,,,,155.2,74.3,18.5203,73.8567,IND,8231000.0,4.3,803.85,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,Canada,8.5175,6.037,3.7345000000000006,2.237,1.3815000000000002,5.279999999999999,8.966,9.1595,8.131333333333334,5.42,7.3155,5.8405000000000005,7.2745000000000015,3.2985,5.636500000000001,8.622,4.718999999999999,,,46.8139,-71.2081,CAN,733156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,Low,50.0,50.0,7.5,80.0,90.0,
Quito,Ecuador,9.0165,7.822,2.857500000000001,0.0,0.8900000000000001,4.789250000000001,3.021333333333333,6.968999999999999,6.406333333333332,0.0,4.1762500000000005,3.8855,7.513999999999999,3.4815,4.8015,8.826499999999998,5.499999999999999,40.3,99.0,-0.22,-78.5125,ECU,1763275.0,7.0,462.19,37.62,197.0,140.0,122.0,136.0,164.0,189.0,249.0,256.0,196.0,177.0,197.0,215.0,2238.0,"14.2
(57.6)","14.0
(57.2)","14.3
(57.7)","14.3
(57.7)","14.5
(58.1)","14.5
(58.1)","14.6
(58.3)","15.0
(59.0)","14.8
(58.6)","14.3
(57.7)","14.3
(57.7)","14.4
(57.9)","14.4
(57.9)",65.0,High,25.0,120.0,4.5,55.0,60.0,23.45
Raleigh,United States,6.128500000000001,5.610000000000001,5.497,5.157000000000002,1.757,4.78425,8.671,6.5225,6.677333333333333,7.1165,8.583750000000002,6.5145,4.062,7.9515,6.6129999999999995,7.562000000000001,3.3905000000000003,,,35.8324,-78.6429,USA,1150010.0,8.0,4947.71,66.42,163.8,173.1,228.9,250.7,258.4,267.7,259.5,239.6,217.6,215.4,174.0,157.6,2606.3,,,,,,,,,,,,,,,,,,,,,
Reykjavik,Iceland,2.7715,1.0,3.1679999999999997,2.875,1.1349999999999998,5.475,9.36,8.658,8.078999999999999,4.057,8.62375,5.2829999999999995,4.4655000000000005,6.742,5.0205,9.565,4.8035000000000005,104.9,68.8,64.1458,-21.9425,ISL,139875.0,14.17,3342.89,65.69,20.0,60.0,109.0,164.0,201.0,174.0,168.0,155.0,120.0,93.0,41.0,22.0,1326.0,"−0.5
(31.1)","0.4
(32.7)","0.5
(32.9)","2.9
(37.2)","6.3
(43.3)","9.0
(48.2)","10.6
(51.1)","10.3
(50.5)","7.4
(45.3)","4.4
(39.9)","1.1
(34.0)","−0.2
(31.6)","4.3
(39.7)",,,,,,,,
Riga,Latvia,8.933000000000002,7.329,4.3505,1.358,2.3725,5.35275,7.363333333333333,7.6255,5.710000000000001,4.090999999999999,6.966,4.094500000000001,5.929,5.841000000000001,7.7065,6.884,5.5265,68.3,74.7,56.9475,24.1069,LVA,605273.0,7.38,1091.09,17.79,31.0,62.0,127.0,183.0,264.0,288.0,264.0,229.0,153.0,93.0,39.0,22.0,1754.0,"−4.7
(23.5)","−4.2
(24.4)","0.5
(32.9)","5.1
(41.2)","11.4
(52.5)","15.5
(59.9)","16.9
(62.4)","16.2
(61.2)","12.0
(53.6)","7.4
(45.3)","2.1
(35.8)","−2.3
(27.9)","6.2
(43.2)",,,,,,,,129.3
Rio De Janeiro,Brazil,8.32,7.751,4.823,2.414,1.493,4.55325,4.036666666666666,5.2955,4.849666666666666,1.0175,3.32275,2.187,2.8454999999999995,2.338,8.6675,5.771500000000001,6.151999999999999,,,-22.9111,-43.2056,BRA,12592000.0,,,,194.3,199.8,189.3,194.0,190.0,202.1,196.0,199.7,135.7,156.0,163.7,166.7,2187.3,"26.3
(79.3)","26.6
(79.9)","26.0
(78.8)","24.4
(75.9)","22.8
(73.0)","21.8
(71.2)","21.3
(70.3)","21.8
(71.2)","22.2
(72.0)","22.9
(73.2)","24.0
(75.2)","25.3
(77.5)","23.8
(74.8)",65.0,Medium,50.0,55.0,6.5,80.0,75.0,120.71
Riyadh,Saudi Arabia,8.6965,7.806000000000001,3.6915,2.022,2.4604999999999997,4.75325,6.103999999999999,7.583000000000001,6.085666666666666,0.5035,3.3512500000000003,7.042,10.0,4.13,5.843500000000001,2.9090000000000007,0.5,138.9,44.4,24.65,46.71,SAU,7237000.0,6.92,2215.89,72.34,212.4,226.6,219.8,242.3,287.7,328.2,332.1,309.2,271.6,311.4,269.2,214.3,3224.8,"14
(57)","16
(61)","21
(70)","26
(79)","32
(90)","34
(93)","36
(97)","35
(95)","32
(90)","27
(81)","21
(70)","16
(61)","26
(79)",,,,,,,,252.25
Rome,Italy,5.6025,5.323,4.6745,1.013,6.4335,4.533250000000001,6.189666666666666,6.604500000000001,7.863666666666665,4.157000000000001,4.2764999999999995,3.3625,2.4365,4.491,9.11,6.2215,6.396000000000001,78.7,93.7,41.8931,12.4828,ITA,2748109.0,9.48,1579.61,29.26,121.0,133.0,167.0,201.0,264.0,285.0,332.0,298.0,237.0,195.0,129.0,112.0,2473.0,"7.5
(45.5)","8.2
(46.8)","10.2
(50.4)","12.6
(54.7)","17.2
(63.0)","21.1
(70.0)","24.1
(75.4)","24.5
(76.1)","20.8
(69.4)","16.4
(61.5)","11.4
(52.5)","8.4
(47.1)","15.2
(59.4)",60.0,High,40.0,70.0,6.7,85.0,80.0,71.9
Rotterdam,Netherlands,6.0440000000000005,4.934000000000001,4.4305,2.8299999999999996,8.1805,5.9670000000000005,8.836666666666666,8.268,8.329,4.306500000000001,7.08675,5.053000000000001,4.954999999999999,5.852500000000001,5.427499999999999,8.2805,4.280999999999999,139.1,87.9,51.92,4.48,NLD,664311.0,8.69,3188.36,42.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.46
Saint Petersburg,Russia,8.3605,8.673,4.9825,0.0,5.8805,4.6259999999999994,5.547,7.793000000000001,4.951999999999999,4.282,4.324250000000001,3.148,6.0445,5.6425,9.6535,4.338,5.385,62.6,60.6,59.9375,30.3086,RUS,5597763.0,,,,,,,,,,,,,,,,,"−5.5
(22.1)","−5.8
(21.6)","−1.3
(29.7)","5.1
(41.2)","11.3
(52.3)","15.7
(60.3)","18.8
(65.8)","16.9
(62.4)","11.6
(52.9)","6.2
(43.2)","0.1
(32.2)","−3.7
(25.3)","5.8
(42.4)",,,,,,,,31.28
San Jose,Costa Rica,8.1645,6.728000000000001,3.822,0.0,1.1915000000000002,3.834249999999999,5.949666666666666,6.7090000000000005,7.432666666666666,1.2095,5.256249999999999,4.081499999999999,5.751999999999999,1.5155000000000003,6.866500000000001,8.938500000000001,2.7855,,,9.9325,-84.08,CRI,1543000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.46
San Juan,Puerto Rico,7.427500000000001,5.9799999999999995,1.4285,0.0,1.38,1.142,3.1729999999999996,5.121000000000001,4.363333333333333,0.0,4.493250000000001,0.0,4.3965000000000005,4.273499999999999,6.839500000000001,3.66,5.3245000000000005,,,18.3985,-66.061,PRI,1809800.0,,,,237.4,231.2,282.0,268.3,255.2,259.4,280.8,267.8,234.7,227.2,202.4,217.4,2963.8,"25.3
(77.6)","25.5
(77.9)","26.1
(78.9)","26.8
(80.3)","27.7
(81.9)","28.5
(83.3)","28.6
(83.4)","28.7
(83.7)","28.6
(83.5)","28.1
(82.6)","27.0
(80.6)","24.8
(76.7)","27.2
(81.0)",75.0,High,25.0,145.0,6.0,70.0,70.0,
San Luis Obispo,United States,1.7245,0.0,3.828,3.077,1.134,1.3922499999999998,8.671,8.058,5.871333333333332,3.6245,7.392000000000001,6.5145,4.488,7.935500000000001,2.7765,9.666,1.5075000000000005,,,35.2669,-120.669,USA,48039.0,11.5,3566.67,64.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Salvador,El Salvador,8.8015,7.7429999999999986,1.6700000000000004,0.0,1.0595,4.6855,4.661333333333332,5.4025,5.558666666666666,0.0,1.00075,2.6590000000000003,5.5255,1.831,4.858499999999999,6.1274999999999995,1.9175,,,13.6989,-89.1914,SLV,1538525.0,,,,301.0,277.0,294.0,243.0,220.0,174.0,239.0,257.0,180.0,211.0,267.0,294.0,2957.0,"22.2
(72.0)","22.8
(73.0)","23.8
(74.8)","24.5
(76.1)","24.2
(75.6)","23.3
(73.9)","23.3
(73.9)","23.2
(73.8)","22.8
(73.0)","22.8
(73.0)","22.4
(72.3)","22.0
(71.6)","23.1
(73.6)",,,,,,,,29.84
Santiago,Chile,8.3815,7.237,6.2305,1.0,2.5355,5.550999999999999,7.765,6.9645,7.066,2.6415000000000006,4.528,3.725,8.929499999999999,1.0,7.556000000000001,7.171500000000001,5.499999999999999,,,-33.4372,-70.6506,CHL,7171000.0,6.79,638.03,23.72,362.7,302.3,272.8,201.0,155.0,120.0,145.7,161.2,186.0,248.0,306.0,347.2,2807.9,"21.2
(70.2)","20.3
(68.5)","18.2
(64.8)","14.4
(57.9)","10.9
(51.6)","9.0
(48.2)","8.2
(46.8)","9.8
(49.6)","12.0
(53.6)","15.0
(59.0)","17.7
(63.9)","20.1
(68.2)","14.7
(58.5)",65.0,High,35.0,105.0,5.5,70.0,70.0,54.0
Santo Domingo,Dominican Republic,9.289,8.076000000000002,2.2274999999999996,0.0,1.003,4.56525,4.412999999999999,5.779,5.026000000000001,0.5,2.3805,6.1135,5.768,4.221,5.796500000000001,5.1095000000000015,3.4175,,,18.4764,-69.8933,DOM,1128678.0,7.4,459.84,46.85,,,,,,,,,,,,,,"24.4
(75.9)","24.4
(75.9)","24.9
(76.8)","25.6
(78.1)","26.3
(79.3)","26.9
(80.4)","27.0
(80.6)","27.1
(80.8)","27.0
(80.6)","26.7
(80.1)","26.0
(78.8)","24.9
(76.8)","25.9
(78.6)",70.0,High,30.0,140.0,5.5,55.0,65.0,55.56
Sao Paulo,Brazil,8.316,7.823000000000001,6.6225000000000005,4.253000000000001,2.2655,4.412000000000001,2.781,5.2955,5.371999999999999,1.104,2.6535,2.187,2.8525,3.3895000000000004,8.789499999999999,6.8955,7.0775,,,-23.5504,-46.6339,BRA,23086000.0,6.71,445.67,21.55,139.1,153.5,161.6,169.3,167.6,160.0,169.0,173.1,144.5,157.9,152.8,145.1,1893.5,"22.1
(71.8)","22.4
(72.3)","21.8
(71.2)","19.7
(67.5)","17.4
(63.3)","16.3
(61.3)","15.8
(60.4)","17.1
(62.8)","17.9
(64.2)","19.0
(66.2)","20.2
(68.4)","21.1
(70.0)","19.2
(66.6)",70.0,High,40.0,95.0,5.0,65.0,75.0,170.57
Sarajevo,Bosnia and Herzegovina,9.6925,8.659,2.584,0.0,1.207,5.708000000000001,2.580333333333333,7.132999999999999,6.525666666666666,0.0,3.666,2.088,9.118,4.6475,5.9345,7.7365,2.8705000000000003,64.3,78.2,43.8564,18.4131,BIH,244000.0,,,,57.0,84.0,126.0,152.0,192.0,207.0,256.0,238.0,187.0,149.0,81.0,41.0,1769.0,"−0.5
(31.1)","1.4
(34.5)","5.7
(42.3)","10.0
(50.0)","14.8
(58.6)","17.7
(63.9)","19.7
(67.5)","19.7
(67.5)","15.3
(59.5)","11.0
(51.8)","5.4
(41.7)","0.9
(33.6)","10.1
(50.2)",,,,,,,,
Saskatoon,Canada,7.159500000000001,5.042000000000001,3.1145,0.0,1.2585000000000002,5.8055,8.966,6.638000000000001,7.513999999999999,5.344000000000001,7.757999999999999,5.8405000000000005,7.2745000000000015,4.890000000000001,1.0,7.335999999999999,0.5,,,52.1333,-106.6833,CAN,266141.0,8.89,3239.88,54.66,,,,,,,,,,,,,,"−13.9
(7.0)","−11.4
(11.5)","−4.9
(23.2)","5.2
(41.4)","11.8
(53.2)","16.1
(61.0)","19.0
(66.2)","18.2
(64.8)","12.0
(53.6)","4.4
(39.9)","−5.2
(22.6)","−12.4
(9.7)","3.3
(37.9)",,,,,,,,
Seattle,United States,2.291,3.79,8.367,7.551000000000001,2.8845,4.523750000000001,8.671,5.6365,6.309666666666666,5.7145,7.560250000000001,6.5145,4.772,4.940499999999999,8.1155,8.0895,7.2094999999999985,162.0,91.7,47.6211,-122.3244,USA,3555253.0,11.0,6292.34,71.0,69.8,108.8,178.4,207.3,253.7,268.4,312.0,281.4,221.7,142.6,72.7,52.9,2169.7,"5.4
(41.8)","6.2
(43.2)","7.9
(46.3)","10.1
(50.2)","13.2
(55.8)","15.9
(60.7)","18.6
(65.5)","18.8
(65.9)","16.2
(61.1)","11.4
(52.6)","7.4
(45.3)","4.7
(40.4)","11.3
(52.4)",,,,,,,,
Seoul,South Korea,6.142500000000001,3.698000000000001,5.283500000000001,4.066000000000001,6.155999999999999,5.718999999999999,8.279333333333334,8.305,8.549,6.8655,6.787000000000001,5.561,6.6075,7.637,8.200000000000001,4.484,5.776,110.7,68.4,37.5667,126.9833,KOR,23016000.0,6.15,2689.62,22.48,160.3,163.3,189.0,205.0,213.0,182.0,120.0,152.5,176.2,198.8,153.2,152.6,2066.0,"−2.4
(27.7)","0.4
(32.7)","5.7
(42.3)","12.5
(54.5)","17.8
(64.0)","22.2
(72.0)","24.9
(76.8)","25.7
(78.3)","21.2
(70.2)","14.8
(58.6)","7.2
(45.0)","0.4
(32.7)","12.5
(54.5)",70.0,High,25.0,75.0,5.8,105.0,75.0,176.72
Seville,Spain,8.095500000000001,6.961,1.1475,0.0,3.4770000000000003,5.567000000000001,7.1196666666666655,8.929499999999999,8.221333333333332,4.259500000000001,7.220749999999999,4.296,3.894000000000001,6.1895,7.416,9.265,3.0330000000000004,,,37.39,-5.99,ESP,1100000.0,,,,183.0,189.0,224.0,238.0,293.0,317.0,354.0,328.0,244.0,217.0,181.0,154.0,2921.0,"11.0
(51.8)","12.5
(54.5)","15.6
(60.1)","17.3
(63.1)","20.7
(69.3)","25.1
(77.2)","28.2
(82.8)","27.9
(82.2)","25.0
(77.0)","20.2
(68.4)","15.1
(59.2)","11.9
(53.4)","19.2
(66.6)",,,,,,,,
Shanghai,China,5.744,7.179,5.7255,9.288,6.862,5.0845,3.8956666666666666,7.2085,6.2059999999999995,5.6995000000000005,2.83875,6.103,1.4959999999999998,2.636,6.6934999999999985,2.741,5.717499999999999,93.4,83.6,31.2286,121.4747,CHN,24073000.0,5.69,1419.87,17.07,114.3,119.9,128.5,148.5,169.8,130.9,190.8,185.7,167.5,161.4,131.1,127.4,1775.8,"4.6
(40.3)","6.1
(43.0)","9.6
(49.3)","15.1
(59.2)","20.3
(68.5)","24.1
(75.4)","28.4
(83.1)","28.1
(82.6)","24.4
(75.9)","19.3
(66.7)","13.4
(56.1)","7.1
(44.8)","16.7
(62.1)",75.0,Very High,20.0,170.0,5.0,80.0,75.0,225.37
Singapore,Singapore,1.745,3.4890000000000003,9.103000000000002,8.697,2.982,5.42725,9.724666666666666,9.9715,7.682666666666665,8.2465,7.95425,7.478500000000001,9.959,8.447,7.422499999999999,6.494999999999999,5.834,111.1,57.5,1.3,103.8,SGP,5983000.0,5.92,4619.45,35.02,172.4,183.2,192.7,173.6,179.8,177.7,187.9,180.6,156.2,155.2,129.6,133.5,2022.4,"27
(81)","27
(81)","28
(82)","28
(82)","28
(82)","28
(82)","28
(82)","28
(82)","27
(81)","27
(81)","27
(81)","26
(79)","27
(81)",65.0,High,45.0,60.0,7.0,125.0,95.0,
Skopje,North Macedonia,9.740500000000004,9.11,2.994,0.0,1.678,5.7364999999999995,6.882333333333333,7.2795,6.628666666666668,0.5,2.6492500000000003,4.1225000000000005,9.475,4.520499999999999,6.208000000000001,4.2895,3.302,53.3,76.3,41.9961,21.4317,MKD,422540.0,4.24,480.82,19.15,87.0,113.0,161.0,198.0,245.0,276.0,323.0,305.0,248.0,188.0,115.0,80.0,2339.0,,,,,,,,,,,,,,,,,,,,,160.58
Sofia,Bulgaria,9.306,8.55,4.691,3.1550000000000007,2.6665,5.622,5.295333333333333,7.5505,5.586666666666666,2.0145,4.99925,3.2499999999999996,8.720500000000001,6.272500000000001,5.318499999999999,6.740500000000001,4.0565,82.7,76.0,42.6979,23.3217,BGR,1404116.0,6.41,1005.95,12.8,88.0,114.0,160.0,182.0,230.0,258.0,302.0,288.0,220.0,164.0,106.0,66.0,2177.0,"−0.5
(31.1)","1.1
(34.0)","5.4
(41.7)","10.6
(51.1)","15.4
(59.7)","18.9
(66.0)","21.2
(70.2)","21.0
(69.8)","16.5
(61.7)","11.3
(52.3)","5.1
(41.2)","0.7
(33.3)","10.6
(51.1)",70.0,High,35.0,80.0,6.0,60.0,75.0,132.8
Split,Croatia,,,,,,,,,,,,,,,,,,69.0,96.3,43.51,16.44,HRV,160577.0,6.14,957.56,25.6,133.0,153.0,186.0,210.0,273.0,306.0,347.0,320.0,246.0,192.0,135.0,130.0,2631.0,"8.0
(46.4)","8.4
(47.1)","10.6
(51.1)","13.7
(56.7)","18.9
(66.0)","22.8
(73.0)","25.7
(78.3)","25.4
(77.7)","21.2
(70.2)","16.8
(62.2)","12.0
(53.6)","9.1
(48.4)","16.1
(61.0)",,,,,,,,
St. Louis,United States,6.958,5.504,5.424000000000001,3.885,2.5315,5.085500000000001,8.671,3.880500000000001,6.669999999999999,5.2715,7.37425,6.5145,4.062,8.909,7.642500000000001,4.3759999999999994,4.8285,,,38.6359,-90.2451,USA,2127843.0,,,,161.2,158.3,198.3,223.5,266.5,291.9,308.9,269.8,236.1,208.4,140.9,129.9,2593.7,"−0.1
(31.8)","2.4
(36.3)","7.9
(46.3)","14.1
(57.3)","19.3
(66.8)","24.4
(75.9)","26.7
(80.0)","25.9
(78.6)","21.3
(70.4)","14.8
(58.7)","8.2
(46.8)","1.6
(34.8)","13.9
(57.0)",,,,,,,,
Stockholm,Sweden,4.865,4.36,6.267,6.229,6.2255,5.685500000000001,9.568999999999996,6.8865,8.039333333333332,6.6675,8.99175,5.694499999999999,2.7495000000000003,7.6135,6.797499999999999,5.719500000000001,4.494,120.3,69.7,59.3275,18.0547,SWE,995574.0,8.72,3021.18,34.07,40.0,72.0,139.0,185.0,254.0,292.0,260.0,221.0,154.0,99.0,54.0,33.0,1803.0,"−2.8
(27.0)","−3.0
(26.6)","0.1
(32.2)","4.6
(40.3)","10.7
(51.3)","15.6
(60.1)","17.2
(63.0)","16.2
(61.2)","11.9
(53.4)","7.5
(45.5)","2.6
(36.7)","−1.0
(30.2)","6.6
(43.9)",55.0,Low,80.0,30.0,8.0,100.0,97.0,180.16
Stuttgart,Germany,6.314000000000001,5.673000000000002,3.7565,1.936,5.9645,6.205499999999999,9.072333333333331,8.269500000000003,7.851333333333333,5.0504999999999995,7.225,5.373500000000001,3.9035,5.124,5.556,7.533499999999998,3.9495,145.7,81.1,48.7775,9.18,DEU,2787724.0,9.64,3411.99,35.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sydney,Australia,1.9865,4.128,8.726500000000001,6.427000000000001,3.2849999999999997,4.851,9.399666666666668,7.5710000000000015,8.033666666666665,6.725500000000001,7.81675,6.0695000000000014,4.5885,4.7365,6.2275,7.032500000000001,6.2635,118.5,97.1,-33.8667,151.2,AUS,4840600.0,9.5,4683.94,50.66,220.1,189.3,198.4,192.0,182.9,165.0,198.4,213.0,223.2,216.0,241.8,228.0,2468.1,"22.3
(72.1)","22.3
(72.1)","21.2
(70.2)","18.5
(65.3)","15.5
(59.9)","13.1
(55.6)","12.2
(54.0)","13.4
(56.1)","15.5
(59.9)","17.8
(64.0)","19.6
(67.3)","21.3
(70.3)","17.7
(63.9)",55.0,Low,60.0,30.0,7.8,115.0,88.0,110.19
Taipei,Taiwan,7.977,5.644,5.468500000000001,2.7810000000000006,2.5105,5.6065,8.341666666666667,9.542,5.905333333333333,5.589500000000001,6.2357499999999995,6.6354999999999995,7.333,5.2315000000000005,7.2635,8.0435,5.5885,99.3,84.4,25.0375,121.5625,TWN,2494813.0,4.91,1876.87,25.62,80.6,71.3,89.6,92.6,113.7,121.7,179.0,188.9,153.7,124.0,99.4,90.7,1405.2,"16.1
(61.0)","16.5
(61.7)","18.5
(65.3)","21.9
(71.4)","25.2
(77.4)","27.7
(81.9)","29.6
(85.3)","29.2
(84.6)","27.4
(81.3)","24.5
(76.1)","21.5
(70.7)","17.9
(64.2)","23.0
(73.4)",70.0,High,30.0,165.0,5.8,75.0,70.0,96.75
Tallinn,Estonia,8.376500000000002,6.931000000000001,5.356,5.829,1.9704999999999997,5.932500000000001,8.129333333333333,9.4255,7.366333333333333,5.3549999999999995,7.825500000000001,4.1850000000000005,5.341,5.202,7.0235,7.838500000000001,4.5355,80.3,64.3,59.4372,24.7453,EST,638076.0,7.38,1423.7,27.23,30.0,59.0,148.0,217.0,306.0,294.0,312.0,256.0,162.0,88.0,29.0,20.0,1923.0,"−2.9
(26.8)","−3.6
(25.5)","−0.6
(30.9)","4.8
(40.6)","10.2
(50.4)","14.5
(58.1)","17.6
(63.7)","16.5
(61.7)","12.0
(53.6)","6.5
(43.7)","2.0
(35.6)","−0.9
(30.4)","6.4
(43.5)",55.0,Low,70.0,30.0,7.9,70.0,94.0,
Tampa,United States,5.696,5.253,6.3469999999999995,3.778000000000001,2.9055000000000004,1.40075,8.671,4.706499999999999,6.572999999999999,4.2805,7.37875,6.5145,4.772,7.195,6.433999999999999,5.360000000000001,5.497,145.7,84.7,27.9945,-82.4447,USA,2906035.0,10.0,5289.14,63.19,199.9,202.7,267.5,299.1,314.5,277.8,265.3,249.5,223.0,233.9,201.7,191.6,2926.5,"15.9
(60.6)","17.3
(63.2)","19.5
(67.1)","22.1
(71.7)","25.7
(78.2)","27.8
(82.0)","28.2
(82.8)","28.3
(83.0)","27.5
(81.5)","24.4
(76.0)","20.6
(69.0)","17.2
(63.0)","22.9
(73.2)",,,,,,,,
Tampere,Finland,6.936,4.622,2.606,2.5490000000000004,2.848,6.3495,9.450666666666669,8.689000000000002,8.316333333333333,5.3895,8.922,3.921,4.8785,5.792000000000001,4.187000000000001,8.290500000000002,4.571000000000001,,,61.4981,23.76,FIN,334112.0,8.96,2550.2,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tartu,Estonia,8.961000000000002,7.47,2.778,0.0,1.414,6.441,8.129333333333333,9.3765,8.395,5.4035,9.416,4.1850000000000005,5.341,4.3004999999999995,4.081,7.483,3.4989999999999997,,,58.38,26.7225,EST,97435.0,6.74,1270.7,27.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tashkent,Uzbekistan,5.0,0.0,1.783,0.0,2.7375000000000007,0.0,5.175333333333333,8.9045,3.693333333333333,0.0,6.555499999999999,5.5375,6.0145,1.2425000000000002,3.1760000000000006,6.1705,4.2425,,,41.3111,69.2797,UZB,3095498.0,3.5,333.39,18.86,117.8,127.1,164.3,216.0,303.8,363.0,384.4,365.8,300.0,226.3,150.0,105.4,2823.9,"1.9
(35.4)","3.9
(39.0)","9.4
(48.9)","15.5
(59.9)","20.5
(68.9)","25.8
(78.4)","27.8
(82.0)","26.2
(79.2)","20.6
(69.1)","13.9
(57.0)","8.5
(47.3)","3.5
(38.3)","14.8
(58.6)",,,,,,,,39.88
Tbilisi,Georgia,9.4905,9.765,3.1485000000000007,0.0,2.2510000000000003,5.64425,7.863333333333332,9.506,5.052333333333334,0.8625,3.19675,4.2525,8.055000000000001,4.087,4.919,8.197499999999998,5.477500000000001,35.6,84.2,41.7225,44.7925,GEO,1118035.0,7.39,477.11,20.48,99.0,102.0,142.0,171.0,213.0,249.0,256.0,248.0,206.0,164.0,103.0,93.0,2046.0,"1.2
(34.2)","2.7
(36.9)","6.6
(43.9)","12.2
(54.0)","17.4
(63.3)","21.3
(70.3)","24.5
(76.1)","24.1
(75.4)","19.6
(67.3)","13.7
(56.7)","7.8
(46.0)","3.2
(37.8)","12.9
(55.2)",,,,,,,,44.46
Tehran,Iran,8.302999999999999,9.544,4.386500000000001,0.0,3.175,3.7995,4.342666666666666,6.792999999999999,5.312333333333332,0.51,2.9425,3.9435,4.0525,1.5759999999999998,6.521,4.2225,5.499999999999999,,,35.6889,51.3897,IRN,14148000.0,4.98,294.97,13.96,137.2,151.1,186.0,219.1,279.8,328.7,336.6,336.8,300.5,246.8,169.4,134.1,2826.1,"1
(34)","5
(41)","10
(50)","17
(63)","21
(70)","27
(81)","31
(88)","29
(84)","26
(79)","18
(64)","11
(52)","5
(41)","17
(63)",80.0,Very High,15.0,185.0,3.0,45.0,50.0,36.25
Tel Aviv,Israel,4.91,4.370000000000001,7.3265,9.16,3.345,4.994249999999999,6.789999999999999,8.0065,8.338,3.766500000000001,6.02675,5.0265,6.9175,2.566,5.3335,5.516,5.4125,99.1,93.9,32.08,34.78,ISR,467875.0,,,,192.2,200.1,235.6,270.0,328.6,357.0,368.9,356.5,300.0,279.0,234.0,189.1,3311.0,"12
(54)","13
(55)","15
(59)","18
(64)","21
(70)","23
(73)","26
(79)","26
(79)","25
(77)","22
(72)","18
(64)","13
(55)","20
(68)",,,,,,,,85.43
The Hague,Netherlands,6.053000000000001,4.653,3.864,1.107,8.000500000000002,5.061000000000001,8.836666666666666,8.789000000000001,8.213999999999999,4.306500000000001,8.283750000000001,5.053000000000001,4.954999999999999,6.5135000000000005,5.0145,8.552999999999999,4.924,138.9,90.6,52.08,4.31,NLD,548320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
